Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_4_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.004359311926205628)	(30.0, 0.011334211008134632)	(31.0, 0.062774091737361)	(32.0, 0.04620870641777967)	(33.0, 0.040977532106332926)	(34.0, 0.1290356330156868)	(35.0, 0.13165122017141018)	(36.0, 0.17350061466298436)	(37.0, 0.1264200458599634)	(38.0, 0.11944514677803433)	(39.0, 0.6852838347995314)	(40.0, 0.1848348256711188)	(41.0, 0.38187572473561243)	(42.0, 0.8230380916676214)	(43.0, 0.8962745320278718)	(44.0, 0.9930512567896312)	(45.0, 1.5301184860981665)	(46.0, 3.4037507519813106)	(47.0, 4.932997375693898)	(48.0, 3.6470003574635292)	(49.0, 2.8884800823039227)	(50.0, 2.1282160823736467)	(51.0, 3.2712276694246896)	(52.0, 2.9704351465165697)	(53.0, 4.219813944566819)	(54.0, 8.82935037533797)	(55.0, 6.293974559055624)	(56.0, 5.798756724238439)	(57.0, 3.0480308988030123)	(58.0, 3.690593476725576)	(59.0, 15.40755207197885)	(60.0, 4.075956651002065)	(61.0, 2.599021770403908)	(62.0, 1.2258385136489987)	(63.0, 8.867712320288597)	(64.0, 6.141398641638358)	(65.0, 0.17960365135967216)	(66.0, 0.014821660549099131)	(67.0, 0.015693522934340256)	(68.0, 0.008718623852411256)	(69.0, 0.0008718623852411255)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_4_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0008847521809141266)	(26.0, 0.05927839612124645)	(27.0, 0.06370215702581707)	(28.0, 0.005308513085484759)	(29.0, 0.0035390087236565064)	(30.0, 0.0017695043618282532)	(31.0, 0.015925539256454273)	(32.0, 0.18756746235379504)	(33.0, 0.2406525932086419)	(34.0, 0.07962769628227129)	(35.0, 0.03185107851290857)	(36.0, 0.061047900483074694)	(37.0, 0.575088917594187)	(38.0, 1.039583812574086)	(39.0, 0.9307592943216546)	(40.0, 0.14156034894626052)	(41.0, 0.7299205492541592)	(42.0, 1.6518323217666764)	(43.0, 0.9741121511864443)	(44.0, 0.9829596729955851)	(45.0, 2.0676658467963636)	(46.0, 3.0134659281935714)	(47.0, 1.097092704333501)	(48.0, 1.1997239573195337)	(49.0, 2.6365614991242117)	(50.0, 2.3021251747386335)	(51.0, 3.2178436819846876)	(52.0, 3.323129191513445)	(53.0, 3.0789375895812015)	(54.0, 6.375524215667129)	(55.0, 4.874099764655556)	(56.0, 13.54997965069939)	(57.0, 4.543202448993748)	(58.0, 4.095517845451302)	(59.0, 4.694495071930029)	(60.0, 3.5469714932846683)	(61.0, 2.101286429671104)	(62.0, 2.8896006228656215)	(63.0, 3.775237555960461)	(64.0, 10.432997717341157)	(65.0, 5.027161891953665)	(66.0, 2.0163502203033383)	(67.0, 0.9042167288942323)	(68.0, 0.7431918319678704)	(69.0, 0.43441332082883694)	(70.0, 0.2610018933696665)	(71.0, 0.011501778351883646)	(72.0, 0.0017695043618282532)	(73.0, 0.0026542565427423795)	(74.0, 0.0017695043618282532)	(75.0, 0.0)	(76.0, 0.0008847521809141266)	(77.0, 0.0008847521809141266)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0008847521809141266)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0008847521809141266)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_70_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.001219125643088576)	(37.0, 0.0)	(38.0, 0.004876502572354304)	(39.0, 0.04266939750810018)	(40.0, 0.008533879501620031)	(41.0, 0.01828688464632864)	(42.0, 0.024382512861771517)	(43.0, 0.22188086704212143)	(44.0, 0.19018360032181822)	(45.0, 0.22188086704212143)	(46.0, 1.1154999634260476)	(47.0, 2.220027796064294)	(48.0, 0.4803355033768966)	(49.0, 0.3279447979908263)	(50.0, 0.45961036744439066)	(51.0, 0.7619535269303658)	(52.0, 0.29868578255670086)	(53.0, 0.4010923365761398)	(54.0, 1.579986833442769)	(55.0, 1.9822982956619946)	(56.0, 9.929778362956881)	(57.0, 67.51030161168899)	(58.0, 9.184892595029421)	(59.0, 0.7875551654352266)	(60.0, 0.40353058786231694)	(61.0, 0.29990490819978943)	(62.0, 0.29259015434125807)	(63.0, 0.2950284056274352)	(64.0, 0.27552239533801826)	(65.0, 0.03901202057883445)	(66.0, 0.3194109184892064)	(67.0, 0.28527540048272676)	(68.0, 0.010972130787797185)	(69.0, 0.004876502572354304)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_70_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0008529148364531822)	(31.0, 0.0008529148364531822)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.038381167640393225)	(37.0, 0.041792826986205955)	(38.0, 0.04776323084137821)	(39.0, 0.03752825280394004)	(40.0, 0.046910316004925026)	(41.0, 0.05032197535073774)	(42.0, 0.10320269521083508)	(43.0, 0.11599641775763289)	(44.0, 0.17143588212708996)	(45.0, 0.20043498656649775)	(46.0, 1.0968484796787745)	(47.0, 1.1002601390245872)	(48.0, 0.40001705829654266)	(49.0, 0.8469444325980066)	(50.0, 0.5552475585310263)	(51.0, 0.14243677768768173)	(52.0, 0.1594950744167455)	(53.0, 0.13220179965024348)	(54.0, 0.49469060514284857)	(55.0, 0.14328969252413493)	(56.0, 0.14755426670640087)	(57.0, 0.3454305087635374)	(58.0, 2.256812657255198)	(59.0, 1.0806430977861652)	(60.0, 1.3501641861053622)	(61.0, 44.304661179582375)	(62.0, 43.48159836240805)	(63.0, 0.7701820973172244)	(64.0, 0.10490852488374146)	(65.0, 0.09808520619211596)	(66.0, 0.04008699731329959)	(67.0, 0.07249776109852041)	(68.0, 0.01108789287389137)	(69.0, 0.005117489018719093)	(70.0, 0.0008529148364531822)	(71.0, 0.0025587445093595467)	(72.0, 0.0008529148364531822)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_71_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0011794817357254387)	(30.0, 0.004717926942901755)	(31.0, 0.004717926942901755)	(32.0, 0.003538445207176316)	(33.0, 0.004717926942901755)	(34.0, 0.014153780828705264)	(35.0, 0.0306665251288614)	(36.0, 0.3231779955887694)	(37.0, 4.09044265949588)	(38.0, 1.584043971079236)	(39.0, 0.15333262564430714)	(40.0, 0.08138423976505522)	(41.0, 0.24651168276661703)	(42.0, 3.2447542549808035)	(43.0, 3.099678001486558)	(44.0, 0.5543564157909565)	(45.0, 1.251430121604681)	(46.0, 7.499144875741795)	(47.0, 2.3094252385504244)	(48.0, 10.425439062077938)	(49.0, 7.108736421216591)	(50.0, 22.95507354068343)	(51.0, 22.543434414915627)	(52.0, 1.0591745986814456)	(53.0, 0.9164573086586756)	(54.0, 0.9789698406521203)	(55.0, 0.5059976646262121)	(56.0, 1.0745078612458754)	(57.0, 1.9803498342829895)	(58.0, 1.210148260854293)	(59.0, 0.638099619027465)	(60.0, 0.658150808534798)	(61.0, 0.573228123562564)	(62.0, 0.6793814797778565)	(63.0, 0.18399915077316878)	(64.0, 0.4871259568546045)	(65.0, 0.5909203495984461)	(66.0, 0.48594647511887906)	(67.0, 0.3479471120390033)	(68.0, 0.017692226035881577)	(69.0, 0.02241015297878333)	(70.0, 0.04953823290046845)	(71.0, 0.005897408678627193)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_71_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.002366723862493731)	(23.0, 0.0011833619312468656)	(24.0, 0.0)	(25.0, 0.004733447724987462)	(26.0, 0.0059168096562343285)	(27.0, 0.010650257381221792)	(28.0, 0.01893379089994985)	(29.0, 0.041417667593640316)	(30.0, 2.6613809833742557)	(31.0, 3.713389740252812)	(32.0, 0.1798710135495239)	(33.0, 0.36565883675528016)	(34.0, 0.34790840778657744)	(35.0, 0.023667238624937307)	(36.0, 0.12188627891842707)	(37.0, 0.024850600556184176)	(38.0, 0.1242530027809208)	(39.0, 0.4544109815987938)	(40.0, 0.7431512928230373)	(41.0, 3.6057038045093615)	(42.0, 1.0768593574346488)	(43.0, 6.96171824152472)	(44.0, 0.7620850837229877)	(45.0, 0.3313413407491216)	(46.0, 0.48517839181121325)	(47.0, 2.012898645050899)	(48.0, 8.217265250578004)	(49.0, 28.891781551381822)	(50.0, 23.469617182413614)	(51.0, 1.044908585290985)	(52.0, 0.7313176735105683)	(53.0, 0.57038045086099)	(54.0, 2.3300396426250956)	(55.0, 1.485119223714794)	(56.0, 0.3999763327614388)	(57.0, 0.6177149281108659)	(58.0, 0.7857523223479258)	(59.0, 0.7455180166855311)	(60.0, 0.9987574699723599)	(61.0, 1.7892432400452214)	(62.0, 1.4176675936337266)	(63.0, 1.1608780545531712)	(64.0, 0.7419679308917904)	(65.0, 0.09703567836224289)	(66.0, 0.09585231643099602)	(67.0, 0.03313413407491224)	(68.0, 0.14437015561211766)	(69.0, 0.13016981243715517)	(70.0, 0.013016981243715526)	(71.0, 0.0035500857937405977)	(72.0, 0.0011833619312468656)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0011833619312468656)	(76.0, 0.0011833619312468656)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_72_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.001354187825851443)	(33.0, 0.001354187825851443)	(34.0, 0.0)	(35.0, 0.001354187825851443)	(36.0, 0.006770939129257214)	(37.0, 0.017604441736068756)	(38.0, 0.12458527997833259)	(39.0, 1.2119981041370436)	(40.0, 1.5126278014760468)	(41.0, 1.7482564831741845)	(42.0, 1.8295077527252666)	(43.0, 0.5931342677229311)	(44.0, 1.868779199674956)	(45.0, 2.105762069198949)	(46.0, 0.3128173877716833)	(47.0, 0.6324057146726241)	(48.0, 3.8377682984631414)	(49.0, 5.2122689417021535)	(50.0, 1.513981989301898)	(51.0, 2.629832757803517)	(52.0, 3.31098923420687)	(53.0, 6.028844200690388)	(54.0, 5.557586837294193)	(55.0, 3.89599837497476)	(56.0, 1.424605592795708)	(57.0, 1.9974270431308359)	(58.0, 5.179768433881726)	(59.0, 4.225066016656676)	(60.0, 1.768569300561955)	(61.0, 3.255467533346955)	(62.0, 4.674656374839253)	(63.0, 6.022073261561132)	(64.0, 19.436657864446243)	(65.0, 5.395084298192057)	(66.0, 2.51337260478028)	(67.0, 0.14083553388854997)	(68.0, 0.0094793147809601)	(69.0, 0.001354187825851443)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_72_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0013691315598515932)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0027382631197031865)	(34.0, 0.015060447158367529)	(35.0, 0.2724571804104676)	(36.0, 0.036966552115993014)	(37.0, 0.03559742055614142)	(38.0, 0.9761908021741958)	(39.0, 1.0104190911704867)	(40.0, 0.1957858130587781)	(41.0, 2.0413751557386814)	(42.0, 0.978929065293899)	(43.0, 2.2713892577937647)	(44.0, 1.488246005558669)	(45.0, 1.3034132449787146)	(46.0, 0.9488081709771633)	(47.0, 1.400621585728172)	(48.0, 1.8620189213981329)	(49.0, 4.038938101562373)	(50.0, 1.440326400963866)	(51.0, 2.508249017648117)	(52.0, 3.032626405071337)	(53.0, 5.720231657059803)	(54.0, 2.9901833267159326)	(55.0, 4.802913511959445)	(56.0, 3.5652185818536672)	(57.0, 4.45652322731707)	(58.0, 21.010692917481805)	(59.0, 3.889702761538532)	(60.0, 3.0394720628705953)	(61.0, 3.960897602650823)	(62.0, 6.8210134311802335)	(63.0, 5.883158312682106)	(64.0, 4.652309040375803)	(65.0, 0.8173715412314064)	(66.0, 0.6640288065280238)	(67.0, 0.5750352551376675)	(68.0, 1.1021509056805416)	(69.0, 0.10268486698886942)	(70.0, 0.06708744643272811)	(71.0, 0.006845657799257966)	(72.0, 0.00410739467955478)	(73.0, 0.0027382631197031865)	(74.0, 0.0013691315598515932)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0013691315598515932)	(83.0, 0.0013691315598515932)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_76_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0013065576126579164)	(33.0, 0.00391967283797375)	(34.0, 0.005226230450631666)	(35.0, 0.00391967283797375)	(36.0, 0.013065576126579168)	(37.0, 0.05356886211897461)	(38.0, 0.9237362321491561)	(39.0, 2.8339234618550693)	(40.0, 0.6258410964631427)	(41.0, 0.9158968864732084)	(42.0, 0.6362935573644063)	(43.0, 0.4612148372682422)	(44.0, 0.8113722774605722)	(45.0, 3.44800553980436)	(46.0, 3.851731842115702)	(47.0, 1.2268575982857823)	(48.0, 2.184564328364011)	(49.0, 1.0779100304427884)	(50.0, 1.5208330611337968)	(51.0, 7.500947254268488)	(52.0, 5.961822386557812)	(53.0, 3.3330284698904498)	(54.0, 4.3743548871788045)	(55.0, 4.258071259652277)	(56.0, 6.361629016031044)	(57.0, 2.431503717156385)	(58.0, 4.2450056835257)	(59.0, 4.003292525184038)	(60.0, 3.791630191933431)	(61.0, 3.2781530501588114)	(62.0, 9.958582123678788)	(63.0, 11.127951187008154)	(64.0, 4.02550400459922)	(65.0, 2.950207089381637)	(66.0, 1.5717888080274527)	(67.0, 0.09537870572402783)	(68.0, 0.06402132302023796)	(69.0, 0.058795092569606286)	(70.0, 0.005226230450631666)	(71.0, 0.0013065576126579164)	(72.0, 0.0)	(73.0, 0.0013065576126579164)	(74.0, 0.0013065576126579164)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_76_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0026086502843429013)	(32.0, 0.0026086502843429013)	(33.0, 0.005217300568685803)	(34.0, 0.009130275995200155)	(35.0, 0.01826055199040031)	(36.0, 0.07695518338811558)	(37.0, 0.7447696561799024)	(38.0, 2.416914488443699)	(39.0, 2.7103876454323093)	(40.0, 1.0930244691396818)	(41.0, 1.0395471383106554)	(42.0, 3.5229822090052156)	(43.0, 2.5825637814994926)	(44.0, 0.7434653310377309)	(45.0, 0.5999895653988672)	(46.0, 1.6238848020034322)	(47.0, 1.4412792820994396)	(48.0, 0.9665049303490553)	(49.0, 6.04293838368005)	(50.0, 5.6477278656021905)	(51.0, 3.243856628580493)	(52.0, 3.6481974226536886)	(53.0, 1.921270934418506)	(54.0, 4.883393332289894)	(55.0, 6.915531903792552)	(56.0, 5.409036364584869)	(57.0, 10.045912245004708)	(58.0, 7.722909166796496)	(59.0, 4.271664840611622)	(60.0, 4.5833985495905285)	(61.0, 4.475139562790322)	(62.0, 4.2390567120573435)	(63.0, 2.8303855585120963)	(64.0, 1.4830176866489235)	(65.0, 0.2386915010173761)	(66.0, 0.47086137632389125)	(67.0, 0.13825846507017367)	(68.0, 0.9886784577659705)	(69.0, 1.0695466165805971)	(70.0, 0.12391088850628763)	(71.0, 0.003912975426514352)	(72.0, 0.0)	(73.0, 0.0013043251421714507)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0013043251421714507)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
