Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_21_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.006465238567303264)	(28.0, 0.0743502435239875)	(29.0, 0.003232619283651632)	(30.0, 0.003232619283651632)	(31.0, 0.0)	(32.0, 0.0010775397612172108)	(33.0, 0.006465238567303264)	(34.0, 0.008620318089737686)	(35.0, 0.019395715701909788)	(36.0, 0.03448127235895075)	(37.0, 0.5570880565492996)	(38.0, 1.2628766001465557)	(39.0, 3.261712857204642)	(40.0, 22.74470927976665)	(41.0, 3.735830352140123)	(42.0, 1.9018576785483674)	(43.0, 1.128184129994412)	(44.0, 0.6497564760139825)	(45.0, 1.942804189474626)	(46.0, 2.6076462221457204)	(47.0, 2.3770527132452113)	(48.0, 3.967501400801771)	(49.0, 3.2498599198312514)	(50.0, 2.1486142838671363)	(51.0, 2.2617559587949567)	(52.0, 2.443860178440686)	(53.0, 11.317400112065897)	(54.0, 11.536140683593093)	(55.0, 3.532175337270117)	(56.0, 3.434119218999373)	(57.0, 3.325287703116459)	(58.0, 2.866255764837881)	(59.0, 2.6098013016681554)	(60.0, 1.366320417223402)	(61.0, 1.2165423904142183)	(62.0, 0.9406922115426279)	(63.0, 0.7402698159562306)	(64.0, 0.3232619283651621)	(65.0, 0.1799491401232746)	(66.0, 0.01831817594069258)	(67.0, 0.01400801689582374)	(68.0, 0.04417913020990566)	(69.0, 0.1346924701521514)	(70.0, 0.0021550795224344215)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_21_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.000993117694378059)	(21.0, 0.000993117694378059)	(22.0, 0.001986235388756118)	(23.0, 0.003972470777512236)	(24.0, 0.002979353083134177)	(25.0, 0.0059587061662683535)	(26.0, 0.060580179357061587)	(27.0, 0.004965588471890295)	(28.0, 0.004965588471890295)	(29.0, 0.001986235388756118)	(30.0, 0.004965588471890295)	(31.0, 0.024827942359451467)	(32.0, 0.000993117694378059)	(33.0, 0.006951823860646413)	(34.0, 0.014896765415670882)	(35.0, 0.9295581619378623)	(36.0, 0.9792140466567626)	(37.0, 0.3843365477243067)	(38.0, 0.3088596029515752)	(39.0, 0.3217701329784898)	(40.0, 0.7577488008104675)	(41.0, 20.5724330390361)	(42.0, 20.902148113569314)	(43.0, 1.98921474183927)	(44.0, 1.0030488713218346)	(45.0, 0.30190777909092886)	(46.0, 1.166913290894205)	(47.0, 1.6436097841956665)	(48.0, 2.2762257555145617)	(49.0, 2.1699621622160974)	(50.0, 2.0686641573895237)	(51.0, 1.5899814286992449)	(52.0, 1.2920461203858333)	(53.0, 1.8620956769588641)	(54.0, 3.9307598343482955)	(55.0, 9.349209974875968)	(56.0, 3.410366162494311)	(57.0, 3.1720179158436315)	(58.0, 2.225576753101275)	(59.0, 2.5473468860798025)	(60.0, 2.280198226292075)	(61.0, 1.134140406979731)	(62.0, 1.7598045544379124)	(63.0, 1.6068644295036738)	(64.0, 1.8650750300419985)	(65.0, 1.3705024182416956)	(66.0, 0.6187123235975354)	(67.0, 0.26317618901018514)	(68.0, 0.24629318820575835)	(69.0, 0.7448382707835525)	(70.0, 0.570049556573009)	(71.0, 0.00993117694378059)	(72.0, 0.002979353083134177)	(73.0, 0.11420853485347678)	(74.0, 0.11122918177034259)	(75.0, 0.004965588471890295)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_23_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.002096545940562939)	(32.0, 0.002096545940562939)	(33.0, 0.0031448189108444096)	(34.0, 0.022013732375910856)	(35.0, 0.482205566329476)	(36.0, 0.48010902038891307)	(37.0, 0.051365375543792044)	(38.0, 0.4874469311808835)	(39.0, 0.5147020284082024)	(40.0, 0.188689134650665)	(41.0, 0.23376487237276783)	(42.0, 4.002306200534619)	(43.0, 6.2288379894119545)	(44.0, 3.1395775459931388)	(45.0, 6.906022328213949)	(46.0, 6.615650715445849)	(47.0, 2.76429582263233)	(48.0, 3.2852874888622576)	(49.0, 4.239215891818178)	(50.0, 17.617275538548416)	(51.0, 13.172598144559025)	(52.0, 2.1866974160071746)	(53.0, 2.6730960742178316)	(54.0, 6.946904974054943)	(55.0, 8.51197651868589)	(56.0, 2.063001205513947)	(57.0, 2.9257298600556947)	(58.0, 2.035746108286626)	(59.0, 0.9015147544420676)	(60.0, 0.19707531841291684)	(61.0, 0.32601289375753584)	(62.0, 0.2673096074217744)	(63.0, 0.09853765920645802)	(64.0, 0.0712825619791399)	(65.0, 0.2463441480161453)	(66.0, 0.06813774306829551)	(67.0, 0.009434456732533228)	(68.0, 0.030399916138162623)	(69.0, 0.002096545940562939)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_23_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0010617852857794916)	(26.0, 0.0021235705715589833)	(27.0, 0.0010617852857794916)	(28.0, 0.0)	(29.0, 0.0010617852857794916)	(30.0, 0.0031853558573384753)	(31.0, 0.0042471411431179665)	(32.0, 0.008494282286235933)	(33.0, 0.037162485002282225)	(34.0, 0.054151049574754105)	(35.0, 0.15926779286692402)	(36.0, 0.07220139943300541)	(37.0, 0.3259680827343028)	(38.0, 1.3951858655142284)	(39.0, 0.34083307673521546)	(40.0, 2.057739883840666)	(41.0, 4.936239793588625)	(42.0, 9.947866342469021)	(43.0, 8.680094711247733)	(44.0, 9.337339803145536)	(45.0, 6.310189953386974)	(46.0, 1.6914239602467)	(47.0, 2.351854408001619)	(48.0, 4.3150954014077625)	(49.0, 1.8220235503975926)	(50.0, 1.6744353956742262)	(51.0, 0.8887142841974397)	(52.0, 1.8878542381159282)	(53.0, 9.103747040273943)	(54.0, 7.783947930049434)	(55.0, 8.461366942377058)	(56.0, 7.348615962879644)	(57.0, 0.9035792781983517)	(58.0, 0.6264533186099039)	(59.0, 0.7517439823318877)	(60.0, 1.569318652382055)	(61.0, 0.6232679627525655)	(62.0, 1.3835062273706547)	(63.0, 1.3941240802284491)	(64.0, 0.5372633546044242)	(65.0, 0.8557989403382773)	(66.0, 0.10405495800639006)	(67.0, 0.044594982002738676)	(68.0, 0.09449889043437465)	(69.0, 0.08600460814813875)	(70.0, 0.015926779286692373)	(71.0, 0.0042471411431179665)	(72.0, 0.0010617852857794916)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_26_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0012277621579147584)	(30.0, 0.0024555243158295168)	(31.0, 0.0073665729474885495)	(32.0, 0.019644194526636127)	(33.0, 0.04542719984284607)	(34.0, 0.05033824847450512)	(35.0, 0.01841643236872137)	(36.0, 0.12277621579147568)	(37.0, 0.599147933062403)	(38.0, 0.27624648553082065)	(39.0, 0.22590823705631613)	(40.0, 0.27501872337290595)	(41.0, 3.9177890459061318)	(42.0, 5.078024285135315)	(43.0, 7.173814288695331)	(44.0, 1.010448255963853)	(45.0, 0.7992731648025143)	(46.0, 2.559884099252305)	(47.0, 3.290402583211669)	(48.0, 3.9030559000111578)	(49.0, 2.2332993652469417)	(50.0, 4.187896720647317)	(51.0, 5.341993149086927)	(52.0, 4.189124482805232)	(53.0, 5.474591462141691)	(54.0, 14.249407604761046)	(55.0, 5.478274748615434)	(56.0, 4.442043487335614)	(57.0, 8.167073874448569)	(58.0, 6.999472062271474)	(59.0, 3.7729131112722225)	(60.0, 2.672838217780475)	(61.0, 1.5960908052891594)	(62.0, 1.0914805583862224)	(63.0, 0.32781249616323976)	(64.0, 0.03683286473744275)	(65.0, 0.012277621579147583)	(66.0, 0.019644194526636127)	(67.0, 0.02823852963203943)	(68.0, 0.0147331458949771)	(69.0, 0.04911048631659036)	(70.0, 0.2234527127404866)	(71.0, 0.0147331458949771)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_26_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0012383900928792323)	(25.0, 0.0024767801857584646)	(26.0, 0.07430340557275394)	(27.0, 0.07058823529411626)	(28.0, 0.0012383900928792323)	(29.0, 0.003715170278637698)	(30.0, 0.003715170278637698)	(31.0, 0.004953560371516929)	(32.0, 0.012383900928792326)	(33.0, 0.01733746130030925)	(34.0, 0.08297213622290853)	(35.0, 0.11888544891640615)	(36.0, 0.26873065015479364)	(37.0, 0.2575851393188807)	(38.0, 3.9095975232198854)	(39.0, 3.6544891640867707)	(40.0, 0.7009287925696492)	(41.0, 1.2383900928792269)	(42.0, 7.287925696593664)	(43.0, 2.458204334365296)	(44.0, 1.614860681114492)	(45.0, 0.2191950464396247)	(46.0, 0.6241486068111346)	(47.0, 1.269349845201206)	(48.0, 1.421671826625343)	(49.0, 1.6879256965943625)	(50.0, 3.887306501548064)	(51.0, 1.6916408668730003)	(52.0, 3.5764705882353707)	(53.0, 2.56965944272444)	(54.0, 3.3597523219814804)	(55.0, 4.58947368421043)	(56.0, 3.000619195046462)	(57.0, 7.005572755417262)	(58.0, 9.243343653250642)	(59.0, 14.288544891642928)	(60.0, 4.7182662538698406)	(61.0, 4.900309597523046)	(62.0, 3.582662538699767)	(63.0, 2.2749226006191487)	(64.0, 0.9337461300309515)	(65.0, 1.4712074303405094)	(66.0, 0.5869969040247566)	(67.0, 0.32569659442723753)	(68.0, 0.04086687306501468)	(69.0, 0.48173374613001885)	(70.0, 0.4544891640866759)	(71.0, 0.0024767801857584646)	(72.0, 0.0024767801857584646)	(73.0, 0.0012383900928792323)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0024767801857584646)	(79.0, 0.0012383900928792323)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_42_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.001227521021297603)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.002455042042595206)	(38.0, 0.10924937089548654)	(39.0, 0.12397962315105779)	(40.0, 0.025777941447249656)	(41.0, 0.057693488000987385)	(42.0, 0.43576996256064693)	(43.0, 1.1538697600197456)	(44.0, 0.9550113545695453)	(45.0, 1.074080893635406)	(46.0, 5.294298164856387)	(47.0, 4.106057816240577)	(48.0, 0.7463327809489478)	(49.0, 3.5205302890816683)	(50.0, 4.460811391395504)	(51.0, 2.8097956177502756)	(52.0, 2.1088811145892645)	(53.0, 3.0061989811579144)	(54.0, 3.8004050819375435)	(55.0, 2.788927760388214)	(56.0, 24.815564966546237)	(57.0, 21.74430737126243)	(58.0, 5.097894801448815)	(59.0, 5.705517706990991)	(60.0, 3.3646351193768553)	(61.0, 0.28723991898363904)	(62.0, 1.1894678696373742)	(63.0, 0.885042656355581)	(64.0, 0.13379979132143868)	(65.0, 0.03559810961763049)	(66.0, 0.08960903455472496)	(67.0, 0.06014853004358259)	(68.0, 0.002455042042595206)	(69.0, 0.001227521021297603)	(70.0, 0.006137605106488015)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_42_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0014028393468381235)	(32.0, 0.002805678693676247)	(33.0, 0.0)	(34.0, 0.002805678693676247)	(35.0, 0.018236911508895604)	(36.0, 0.1458952920711647)	(37.0, 0.554121542001056)	(38.0, 0.7140452275406067)	(39.0, 0.11924134448124035)	(40.0, 0.6340833847708314)	(41.0, 0.36473823017791146)	(42.0, 0.5036193255148838)	(43.0, 0.24689972504351032)	(44.0, 1.2527355367264463)	(45.0, 0.7743673194546478)	(46.0, 4.14679310925367)	(47.0, 1.6076538914764718)	(48.0, 2.209471971270001)	(49.0, 2.5377363784301594)	(50.0, 0.6396947421581841)	(51.0, 0.5611357387352469)	(52.0, 4.484877391841636)	(53.0, 4.236574827451321)	(54.0, 7.200774367319626)	(55.0, 6.2749003984066745)	(56.0, 7.919028112900582)	(57.0, 3.5982829246399013)	(58.0, 1.8054542393806359)	(59.0, 0.31143033499806355)	(60.0, 1.0619493855564712)	(61.0, 9.093204646204148)	(62.0, 28.46501318668529)	(63.0, 6.764491330453068)	(64.0, 0.38718365972732116)	(65.0, 1.080186297065367)	(66.0, 0.23006565288145273)	(67.0, 0.023848268896248092)	(68.0, 0.016834072162057484)	(69.0, 0.0014028393468381235)	(70.0, 0.0)	(71.0, 0.0014028393468381235)	(72.0, 0.0014028393468381235)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0014028393468381235)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0014028393468381235)	(81.0, 0.0014028393468381235)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_45_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.001815557512323341)	(28.0, 0.0027233362684850122)	(29.0, 0.001815557512323341)	(30.0, 0.008170008805455037)	(31.0, 0.007262230049293364)	(32.0, 0.006354451293131694)	(33.0, 0.011801123830101718)	(34.0, 0.010893345073940049)	(35.0, 0.015432238854748398)	(36.0, 0.03903448651495186)	(37.0, 0.03994226527111353)	(38.0, 0.22966802530890235)	(39.0, 0.27051806933617695)	(40.0, 0.16703129113374784)	(41.0, 0.2823191931662785)	(42.0, 2.643451737942895)	(43.0, 7.52185477355598)	(44.0, 6.530560371826985)	(45.0, 23.50329977577587)	(46.0, 20.980582612401623)	(47.0, 5.706297261231813)	(48.0, 1.6557884512388852)	(49.0, 0.8750987209398483)	(50.0, 0.5973184215543843)	(51.0, 1.9962054847995503)	(52.0, 2.301219146869906)	(53.0, 5.228805635490795)	(54.0, 4.914714185858928)	(55.0, 3.2979602211353596)	(56.0, 3.0737388683634785)	(57.0, 1.7892319283946658)	(58.0, 1.018527764413384)	(59.0, 1.877286467742358)	(60.0, 1.2109768607196474)	(61.0, 0.6336295718008522)	(62.0, 0.4965549796204361)	(63.0, 0.36220372370850495)	(64.0, 0.08714676059152025)	(65.0, 0.06626784919980191)	(66.0, 0.08260786681071193)	(67.0, 0.06717562795596357)	(68.0, 0.12255013208182566)	(69.0, 0.18518686625698114)	(70.0, 0.017247796367071737)	(71.0, 0.0009077787561616705)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.008170008805455037)	(75.0, 0.03903448651495186)	(76.0, 0.012708902586263388)	(77.0, 0.0009077787561616705)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_45_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0030548031688491344)	(28.0, 0.0040730708917988455)	(29.0, 0.013237480398346244)	(30.0, 0.02443842535079306)	(31.0, 0.04073070891798847)	(32.0, 0.03869417347208904)	(33.0, 0.051931653870435295)	(34.0, 0.08044315011302712)	(35.0, 0.11608252041626706)	(36.0, 0.18736126102274736)	(37.0, 2.5354866301448555)	(38.0, 2.839948679306854)	(39.0, 1.7534570189193885)	(40.0, 3.9905912062398645)	(41.0, 5.133087591389181)	(42.0, 31.470582245486394)	(43.0, 16.97044987067811)	(44.0, 1.2015559130806444)	(45.0, 1.8084434759586792)	(46.0, 0.3981426796733351)	(47.0, 0.4093436246257822)	(48.0, 1.057980164144743)	(49.0, 0.6802028389304131)	(50.0, 0.6537278781337199)	(51.0, 1.9489644217257553)	(52.0, 1.80233386962098)	(53.0, 1.073254179988988)	(54.0, 3.9956825448546116)	(55.0, 2.4906828503350633)	(56.0, 2.0029326110420964)	(57.0, 1.396045048164028)	(58.0, 1.1710078813921547)	(59.0, 1.6414475693949075)	(60.0, 2.0253345009469923)	(61.0, 1.5620226870048217)	(62.0, 2.942793719324787)	(63.0, 1.6210822149359112)	(64.0, 0.9663360690792744)	(65.0, 0.6761297680386141)	(66.0, 0.21689102498828874)	(67.0, 0.04785858297863646)	(68.0, 0.05804126020813354)	(69.0, 0.10284504001792072)	(70.0, 0.13848441032116088)	(71.0, 0.3289004745127554)	(72.0, 0.04582204753273703)	(73.0, 0.1283017330916637)	(74.0, 0.14764881982770833)	(75.0, 0.006109606337698267)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
